driver_gene,target_gene,mean_drive_gene_ref_dep_score_for_target,mean_drive_gene_mut_dep_score_for_target,delta_rnai_dep_score_driver_and_target,ref_pool_cell_lines_for_driver,mut_pool_cell_lines_for_driver,ref_dep_score_observations_for_target,mut_dep_score_observations_for_target
TP53 (7157),ACSL5 (51703),0.21669821081351268,0.1519540153385708,-0.06474419547494187,19,89,19,89
TP53 (7157),ACSL6 (23305),0.020558842260655,0.04555106238548943,0.02499222012483443,20,99,20,99
TP53 (7157),ACSM1 (116285),0.18185832864670526,0.07089924076007191,-0.11095908788663335,19,89,19,89
TP53 (7157),ACSM2B (348158),0.06440013755793157,0.08327661525813586,0.018876477700204286,19,89,19,89
TP53 (7157),ACSM3 (6296),-0.025538884603590006,0.026918970705915868,0.05245785530950588,19,89,19,89
TP53 (7157),ACSM5 (54988),0.020947122785916667,0.01398682313152953,-0.006960299654387138,12,78,12,78
TP53 (7157),ACSM6 (142827),0.11488237021454917,0.06813226251372874,-0.04675010770082043,12,78,12,78
TP53 (7157),ACSS1 (84532),-0.34185356209575785,-0.3347950268116717,0.00705853528408612,19,89,19,89
TP53 (7157),ACSS2 (55902),0.1292204747189158,0.1054767313798383,-0.023743743339077486,19,89,19,89
TP53 (7157),ACSS3 (79611),-0.01871063672139166,-0.048839430899902565,-0.030128794178510904,12,78,12,78
TP53 (7157),ACTA1 (58),0.007333764641598887,0.017616649779192167,0.010282885137593279,18,97,18,97
TP53 (7157),ACTA2 (59),-0.05188833026083606,-0.08825670573265022,-0.036368375471814166,18,97,18,97
TP53 (7157),ACTB (60),-0.33394582253336846,-0.4685735694284628,-0.13462774689509432,20,99,20,99
TP53 (7157),ACTBL2 (345651),-0.41226186619141664,-0.29661646107018835,0.11564540512122828,12,78,12,78
TP53 (7157),ACTC1 (70),-0.18929263030883,-0.1918917898215393,-0.0025991595127092815,20,99,20,99
